job-id,finish,cpus-per-task,max-rss,start, Search Type,job-name,conjecture-status,account,ChromaticNumber,error-output,error,ntasks,Search Options,ntasks-per-node,status,Flags,elapsed,width,iteration,max-witness-size,mem-per-cpu,time,input,all-states,script-file,command
4728387,5 18:54:23 CET 2022,1,129256K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318214,Not Finished,NN9535K,5,Error,"slurmstepd: error: *** JOB 4728387 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 5,61,202,2G,14-00:00:00,../../inputs/ChromaticNumber_5,134667,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318214.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318214.txt
4728388,5 18:54:24 CET 2022,1,11464K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318219,Not Finished,NN9535K,5,Error,"slurmstepd: error: *** JOB 4728388 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1, ,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 6,22,855,2G,14-00:00:00,../../inputs/ChromaticNumber_5,5545,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318219.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318219.txt
4728389,5 18:54:24 CET 2022,1,11436K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318224,Not Finished,NN9535K,5,Error,"slurmstepd: error: *** JOB 4728389 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 6,22,855,2G,14-00:00:00,../../inputs/ChromaticNumber_5,5542,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318224.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318224.txt
4728390,5 18:54:23 CET 2022,1,12504K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318229,Not Finished,NN9535K,5,Error,"slurmstepd: error: *** JOB 4728390 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1, ,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,3845,2G,14-00:00:00,../../inputs/ChromaticNumber_5,164,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318229.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318229.txt
4728391,5 18:54:25 CET 2022,1,12504K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318234,Not Finished,NN9535K,5,Error,"slurmstepd: error: *** JOB 4728391 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,3845,2G,14-00:00:00,../../inputs/ChromaticNumber_5,164,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318234.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318234.txt
4728392,22 18:15:50 CET 2021,1,0,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318238,"Conjecture: Satisfied
",NN9535K,6,,,1, ,1,DONE, -pl -pdbgn ,00:00:03, pw = 1,4,2,2G,14-00:00:00,../../inputs/ChromaticNumber_6,4,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318238.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318238.txt
4728393,22 18:15:47 CET 2021,1,0,Wed Dec 22 18:15:45 CET 2021,IsomorphismBreadthFirstSearch,19318243,"Conjecture: Satisfied
",NN9535K,6,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:01, pw = 1,4,2,2G,14-00:00:00,../../inputs/ChromaticNumber_6,4,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318243.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318243.txt
4728394,22 18:15:47 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318248,"Conjecture: Satisfied
",NN9535K,6,,,1, ,1,DONE, -pl -pdbgn ,00:00:02, pw = 2,7,5,2G,14-00:00:00,../../inputs/ChromaticNumber_6,8,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318248.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318248.txt
4728395,22 18:15:47 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318253,"Conjecture: Satisfied
",NN9535K,6,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:02, pw = 2,7,5,2G,14-00:00:00,../../inputs/ChromaticNumber_6,8,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318253.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318253.txt
4728396,22 18:15:48 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318257,"Conjecture: Satisfied
",NN9535K,6,,,1, ,1,DONE, -pl -pdbgn ,00:00:02, pw = 3,11,15,2G,14-00:00:00,../../inputs/ChromaticNumber_6,19,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318257.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318257.txt
4728397,22 18:15:48 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318262,"Conjecture: Satisfied
",NN9535K,6,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:02, pw = 3,11,15,2G,14-00:00:00,../../inputs/ChromaticNumber_6,19,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318262.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318262.txt
4728398,22 18:16:01 CET 2021,1,0,Wed Dec 22 18:15:45 CET 2021,IsomorphismBreadthFirstSearch,19318267,"Conjecture: Satisfied
",NN9535K,6,,,1, ,1,DONE, -pl -pdbgn ,00:00:15, pw = 4,16,52,2G,14-00:00:00,../../inputs/ChromaticNumber_6,53,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318267.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318267.txt
4728399,22 18:16:01 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318271,"Conjecture: Satisfied
",NN9535K,6,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:13, pw = 4,16,52,2G,14-00:00:00,../../inputs/ChromaticNumber_6,53,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318271.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318271.txt
4728400,22 18:38:00 CET 2021,1,1644K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318276,"Conjecture: Satisfied
",NN9535K,6,,,1, ,1,DONE, -pl -pdbgn ,00:22:14, pw = 5,22,203,2G,14-00:00:00,../../inputs/ChromaticNumber_6,209,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318276.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318276.txt
4728401,22 18:37:51 CET 2021,1,1644K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318281,"Conjecture: Satisfied
",NN9535K,6,,,1,-premise,1,DONE, -pl -pdbgn ,00:22:06, pw = 5,22,203,2G,14-00:00:00,../../inputs/ChromaticNumber_6,209,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318281.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318281.txt
4728402,5 18:54:22 CET 2022,1,8920K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318286,Not Finished,NN9535K,6,Error,"slurmstepd: error: *** JOB 4728402 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1, ,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 6,25,876,2G,14-00:00:00,../../inputs/ChromaticNumber_6,4187,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318286.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318286.txt
4728403,5 18:54:22 CET 2022,1,8892K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318290,Not Finished,NN9535K,6,Error,"slurmstepd: error: *** JOB 4728403 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 6,25,876,2G,14-00:00:00,../../inputs/ChromaticNumber_6,4187,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318290.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318290.txt
4728404,5 18:54:21 CET 2022,1,12992K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318295,Not Finished,NN9535K,6,Error,"slurmstepd: error: *** JOB 4728404 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1, ,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,4111,2G,14-00:00:00,../../inputs/ChromaticNumber_6,163,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318295.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318295.txt
4728405,5 18:54:22 CET 2022,1,12992K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318300,Not Finished,NN9535K,6,Error,"slurmstepd: error: *** JOB 4728405 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,4111,2G,14-00:00:00,../../inputs/ChromaticNumber_6,163,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318300.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318300.txt
4728406,22 18:15:49 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318305,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,00:00:03, pw = 1,4,2,2G,14-00:00:00,../../inputs/ChromaticNumber_7,4,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318305.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318305.txt
4728407,22 18:15:49 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318309,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:02, pw = 1,4,2,2G,14-00:00:00,../../inputs/ChromaticNumber_7,4,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318309.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318309.txt
4728408,22 18:15:49 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318314,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,00:00:03, pw = 2,7,5,2G,14-00:00:00,../../inputs/ChromaticNumber_7,8,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318314.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318314.txt
4728409,22 18:15:50 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318319,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:02, pw = 2,7,5,2G,14-00:00:00,../../inputs/ChromaticNumber_7,8,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318319.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318319.txt
4728410,22 18:15:49 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318324,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,00:00:03, pw = 3,11,15,2G,14-00:00:00,../../inputs/ChromaticNumber_7,19,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318324.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318324.txt
4728411,22 18:15:49 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318328,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:03, pw = 3,11,15,2G,14-00:00:00,../../inputs/ChromaticNumber_7,19,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318328.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318328.txt
4728412,22 18:16:01 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318333,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,00:00:15, pw = 4,16,52,2G,14-00:00:00,../../inputs/ChromaticNumber_7,53,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318333.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318333.txt
4728413,22 18:16:02 CET 2021,1,0,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318338,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,00:00:15, pw = 4,16,52,2G,14-00:00:00,../../inputs/ChromaticNumber_7,53,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318338.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318338.txt
4728414,22 18:36:30 CET 2021,1,1644K,Wed Dec 22 18:15:46 CET 2021,IsomorphismBreadthFirstSearch,19318343,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,00:20:45, pw = 5,22,203,2G,14-00:00:00,../../inputs/ChromaticNumber_7,209,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318343.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318343.txt
4728415,22 18:36:29 CET 2021,1,1644K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318347,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,00:20:43, pw = 5,22,203,2G,14-00:00:00,../../inputs/ChromaticNumber_7,209,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318347.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318347.txt
4728416,25 17:19:23 CET 2021,1,4672K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318352,"Conjecture: Satisfied
",NN9535K,7,,,1, ,1,DONE, -pl -pdbgn ,2-23:03:38, pw = 6,29,877,2G,14-00:00:00,../../inputs/ChromaticNumber_7,1253,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318352.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318352.txt
4728417,25 17:24:58 CET 2021,1,4660K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318357,"Conjecture: Satisfied
",NN9535K,7,,,1,-premise,1,DONE, -pl -pdbgn ,2-23:09:12, pw = 6,29,877,2G,14-00:00:00,../../inputs/ChromaticNumber_7,1253,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318357.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318357.txt
4728418,5 18:54:22 CET 2022,1,13032K,Wed Dec 22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,19318362,Not Finished,NN9535K,7,Error,"slurmstepd: error: *** JOB 4728418 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",1, ,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,4139,2G,14-00:00:00,../../inputs/ChromaticNumber_7,163,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318362.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318362.txt
4728419,5 18:54:50 CET 2022,1,13032K,Wed Dec 22 18:16:16 CET 2021,IsomorphismBreadthFirstSearch,19318366,Not Finished,NN9535K,7,Error,"slurmstepd: error: *** JOB 4728419 ON c3-56 CANCELLED AT 2022-01-05T18:54:49 DUE TO TIME LIMIT ***
",1,-premise,1,DONE, -pl -pdbgn ,14-00:00:0, pw = 7,12,4139,2G,14-00:00:00,../../inputs/ChromaticNumber_7,163,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318366.sh,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318366.txt
