mem-per-cpu,time,ChromaticNumber,Search Options,Flags,ntasks-per-node,max-witness-size,error-output,iteration,account,command,conjecture-status,finish, Search Type,error,all-states,width,elapsed,cpus-per-task,job-name,ntasks,start,input,max-rss,script-file,status,job-id
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,202,Error,61,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318214.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728387 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",134667, pw = 5,14-00:00:0,1,19318214,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,129256K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318214.sh,DONE,4728387
2G,14-00:00:00,5, , -pl -pdbgn ,1,855,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318219.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728388 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",5545, pw = 6,14-00:00:0,1,19318219,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,11464K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318219.sh,DONE,4728388
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,855,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318224.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728389 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",5542, pw = 6,14-00:00:0,1,19318224,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,11436K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318224.sh,DONE,4728389
2G,14-00:00:00,5, , -pl -pdbgn ,1,3845,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318229.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728390 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",164, pw = 7,14-00:00:0,1,19318229,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,12504K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318229.sh,DONE,4728390
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,3845,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318234.txt,Not Finished,5 18:54:25 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728391 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",164, pw = 7,14-00:00:0,1,19318234,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,12504K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318234.sh,DONE,4728391
2G,14-00:00:00,6, , -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318238.txt,"Conjecture: Satisfied
",22 18:15:50 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:03,1,19318238,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318238.sh,DONE,4728392
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318243.txt,"Conjecture: Satisfied
",22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:01,1,19318243,1,Wed Dec 22 18:15:45 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318243.sh,DONE,4728393
2G,14-00:00:00,6, , -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318248.txt,"Conjecture: Satisfied
",22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:02,1,19318248,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318248.sh,DONE,4728394
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318253.txt,"Conjecture: Satisfied
",22 18:15:47 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:02,1,19318253,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318253.sh,DONE,4728395
2G,14-00:00:00,6, , -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318257.txt,"Conjecture: Satisfied
",22 18:15:48 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:02,1,19318257,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318257.sh,DONE,4728396
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318262.txt,"Conjecture: Satisfied
",22 18:15:48 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:02,1,19318262,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318262.sh,DONE,4728397
2G,14-00:00:00,6, , -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318267.txt,"Conjecture: Satisfied
",22 18:16:01 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:15,1,19318267,1,Wed Dec 22 18:15:45 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318267.sh,DONE,4728398
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318271.txt,"Conjecture: Satisfied
",22 18:16:01 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:13,1,19318271,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318271.sh,DONE,4728399
2G,14-00:00:00,6, , -pl -pdbgn ,1,203,,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318276.txt,"Conjecture: Satisfied
",22 18:38:00 CET 2021,IsomorphismBreadthFirstSearch,,209, pw = 5,00:22:14,1,19318276,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,1644K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318276.sh,DONE,4728400
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,203,,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318281.txt,"Conjecture: Satisfied
",22 18:37:51 CET 2021,IsomorphismBreadthFirstSearch,,209, pw = 5,00:22:06,1,19318281,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,1644K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318281.sh,DONE,4728401
2G,14-00:00:00,6, , -pl -pdbgn ,1,876,Error,25,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318286.txt,Not Finished,5 18:54:22 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728402 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",4187, pw = 6,14-00:00:0,1,19318286,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,8920K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318286.sh,DONE,4728402
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,876,Error,25,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318290.txt,Not Finished,5 18:54:22 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728403 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",4187, pw = 6,14-00:00:0,1,19318290,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,8892K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318290.sh,DONE,4728403
2G,14-00:00:00,6, , -pl -pdbgn ,1,4111,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318295.txt,Not Finished,5 18:54:21 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728404 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",163, pw = 7,14-00:00:0,1,19318295,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,12992K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318295.sh,DONE,4728404
2G,14-00:00:00,6,-premise, -pl -pdbgn ,1,4111,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318300.txt,Not Finished,5 18:54:22 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728405 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",163, pw = 7,14-00:00:0,1,19318300,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_6,12992K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318300.sh,DONE,4728405
2G,14-00:00:00,7, , -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318305.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:03,1,19318305,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318305.sh,DONE,4728406
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318309.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:02,1,19318309,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318309.sh,DONE,4728407
2G,14-00:00:00,7, , -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318314.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:03,1,19318314,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318314.sh,DONE,4728408
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318319.txt,"Conjecture: Satisfied
",22 18:15:50 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:02,1,19318319,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318319.sh,DONE,4728409
2G,14-00:00:00,7, , -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318324.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:03,1,19318324,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318324.sh,DONE,4728410
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318328.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:03,1,19318328,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318328.sh,DONE,4728411
2G,14-00:00:00,7, , -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318333.txt,"Conjecture: Satisfied
",22 18:16:01 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:15,1,19318333,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318333.sh,DONE,4728412
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318338.txt,"Conjecture: Satisfied
",22 18:16:02 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:15,1,19318338,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318338.sh,DONE,4728413
2G,14-00:00:00,7, , -pl -pdbgn ,1,203,,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318343.txt,"Conjecture: Satisfied
",22 18:36:30 CET 2021,IsomorphismBreadthFirstSearch,,209, pw = 5,00:20:45,1,19318343,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_7,1644K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318343.sh,DONE,4728414
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,203,,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318347.txt,"Conjecture: Satisfied
",22 18:36:29 CET 2021,IsomorphismBreadthFirstSearch,,209, pw = 5,00:20:43,1,19318347,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_7,1644K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318347.sh,DONE,4728415
2G,14-00:00:00,7, , -pl -pdbgn ,1,877,,29,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318352.txt,"Conjecture: Satisfied
",25 17:19:23 CET 2021,IsomorphismBreadthFirstSearch,,1253, pw = 6,2-23:03:38,1,19318352,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_7,4672K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318352.sh,DONE,4728416
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,877,,29,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318357.txt,"Conjecture: Satisfied
",25 17:24:58 CET 2021,IsomorphismBreadthFirstSearch,,1253, pw = 6,2-23:09:12,1,19318357,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_7,4660K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318357.sh,DONE,4728417
2G,14-00:00:00,7, , -pl -pdbgn ,1,4139,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318362.txt,Not Finished,5 18:54:22 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728418 ON c3-54 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",163, pw = 7,14-00:00:0,1,19318362,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_7,13032K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318362.sh,DONE,4728418
2G,14-00:00:00,7,-premise, -pl -pdbgn ,1,4139,Error,12,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318366.txt,Not Finished,5 18:54:50 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728419 ON c3-56 CANCELLED AT 2022-01-05T18:54:49 DUE TO TIME LIMIT ***
",163, pw = 7,14-00:00:0,1,19318366,1,Wed Dec 22 18:16:16 CET 2021,../../inputs/ChromaticNumber_7,13032K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318366.sh,DONE,4728419
